"Comment créer un système de feature flags ?","Pour les feature flags : 1) Crée une table features avec nom, enabled, users_whitelist, 2) Implémente une fonction is_feature_enabled(feature_name, user_id), 3) Cache les flags dans Redis avec TTL court, 4) Crée une interface admin pour toggle les features, 5) Utilise des pourcentages de rollout progressif, 6) Log l'utilisation des features pour l'analyse, 7) Intègre avec LaunchDarkly ou ConfigCat pour une solution managée."
"Comment implémenter le versioning sémantique dans une API ?","Versioning sémantique (SemVer) : 1) Format MAJOR.MINOR.PATCH (ex: 2.1.3), 2) MAJOR : breaking changes incompatibles, 3) MINOR : ajout de fonctionnalités rétrocompatibles, 4) PATCH : corrections de bugs, 5) Documente les changements dans un CHANGELOG.md, 6) Utilise des tags git pour marquer les releases, 7) Dans l'API, expose la version dans un header ou l'URL (/v2/users), 8) Maintiens au moins 2 versions majeures en parallèle."
"Comment créer un système de health checks pour microservices ?","Health checks : 1) Crée un endpoint /health qui retourne 200 si OK, 2) Vérifie la DB avec une requête simple (SELECT 1), 3) Vérifie Redis avec un PING, 4) Vérifie les dépendances externes avec des timeouts courts, 5) Retourne un JSON détaillé avec le statut de chaque composant, 6) Implémente aussi /ready pour Kubernetes readiness, 7) Configure des intervalles courts (5-10s), 8) Log les échecs pour investigation."
"Comment optimiser les performances d'une API avec du caching multi-niveaux ?","Caching multi-niveaux : 1) L1 : cache in-memory local (dict Python ou LRU cache), 2) L2 : cache distribué Redis, 3) L3 : cache CDN pour les assets statiques, 4) Stratégie : check L1 → L2 → DB, 5) TTL différenciés par type de données, 6) Invalidation proactive sur les mutations, 7) Cache-aside pattern pour les reads, 8) Monitore les hit rates à chaque niveau."
"Comment implémenter un système de tracing distribué avec OpenTelemetry ?","OpenTelemetry : 1) Installe opentelemetry-api et -sdk, 2) Configure un tracer provider, 3) Instrumente ton code avec @tracer.start_as_current_span(), 4) Propage le trace context entre services (headers), 5) Exporte vers Jaeger ou Zipkin, 6) Ajoute des attributs personnalisés aux spans, 7) Trace les appels DB, cache, et API externes, 8) Visualise les latences et identifie les bottlenecks."
"Comment créer un système de déduplication de messages dans une queue ?","Déduplication : 1) Génère un message_id unique (UUID), 2) Stocke les IDs traités dans Redis avec TTL, 3) Avant traitement, check if message_id in cache, 4) Pour les idempotence keys, utilise une table DB avec contrainte unique, 5) Implémente un TTL court (5-10min) pour limiter la taille, 6) Gère les collisions avec un hash du payload si nécessaire, 7) Log les duplicatas détectés pour monitoring."
"Comment implémenter le pattern Circuit Breaker ?","Circuit Breaker : 1) Installe circuitbreaker ou pybreaker, 2) Wrappe les appels externes avec @circuit, 3) États : Closed (normal), Open (erreur), Half-Open (test), 4) Configure un seuil d'erreurs (ex: 5 échecs), 5) Timeout d'ouverture (30s avant retry), 6) Retourne une réponse fallback quand ouvert, 7) Log les transitions d'état, 8) Monitore les métriques (opened_count, success_rate)."
"Comment gérer les secrets dans Kubernetes ?","Secrets Kubernetes : 1) Crée un secret avec kubectl create secret generic, 2) Monte-le comme volume ou variable d'environnement, 3) Chiffre les secrets at-rest avec KMS, 4) Utilise Sealed Secrets pour versionner dans git, 5) Limite l'accès avec RBAC, 6) Rotate régulièrement les secrets, 7) Alternative : utilise un vault externe (HashiCorp Vault, AWS Secrets Manager), 8) Ne log JAMAIS les secrets."
"Comment implémenter un système de retry avec backoff exponentiel ?","Retry avec backoff : 1) Utilise tenacity library, 2) Configure @retry(stop=stop_after_attempt(3), wait=wait_exponential()), 3) Premiers délais : 1s, 2s, 4s, 4) Ajoute du jitter pour éviter les tempêtes, 5) Définis les exceptions retryables (NetworkError, 503), 6) Log chaque tentative, 7) Set un max_wait pour limiter l'attente, 8) Retourne une erreur claire après épuisement."
"Comment créer un système de blue-green deployment ?","Blue-Green deployment : 1) Maintiens 2 environnements identiques (blue et green), 2) Blue sert le trafic actuel, 3) Déploie la nouvelle version sur green, 4) Teste green exhaustivement, 5) Bascule le load balancer vers green, 6) Monitore les erreurs post-switch, 7) Garde blue en standby pour rollback rapide, 8) Une fois stable, green devient le nouveau blue."
"Comment implémenter le pattern Saga avec orchestration ?","Saga orchestrée : 1) Crée un orchestrator central qui coordonne, 2) Définis les étapes séquentielles (reserve_payment, book_hotel, send_confirmation), 3) L'orchestrator appelle chaque service et attend la réponse, 4) En cas d'échec, exécute les compensations en ordre inverse, 5) Stocke l'état du saga en DB pour reprise, 6) Log chaque transition, 7) Implémente des timeouts par étape, 8) Expose un endpoint pour consulter l'état."
"Comment optimiser les images Docker ?","Optimisation Docker : 1) Utilise des images alpine (python:3.11-alpine), 2) Multi-stage builds pour séparer build et runtime, 3) Copie requirements.txt avant le code pour le cache layer, 4) Supprime les caches pip (--no-cache-dir), 5) Utilise .dockerignore pour exclure les fichiers inutiles, 6) Combine les RUN pour réduire les layers, 7) Scanne avec trivy pour les vulnérabilités, 8) Compresse avec docker-slim si possible."
"Comment implémenter un système de quotas par utilisateur ?","Quotas utilisateur : 1) Ajoute une colonne quota_limit et quota_used à User, 2) Incrémente quota_used à chaque opération, 3) Vérifie avant chaque action if quota_used >= quota_limit, 4) Reset mensuel avec un cron job, 5) Stocke les compteurs dans Redis pour la performance, 6) Crée des plans (free, pro, enterprise) avec limites différentes, 7) Envoie des alertes à 80% et 100%, 8) Interface admin pour ajuster manuellement."
"Comment gérer les uploads de gros fichiers dans FastAPI ?","Upload de gros fichiers : 1) Utilise UploadFile avec streaming, 2) Chunked upload : découpe côté client en morceaux, 3) Stocke temporairement avec un upload_id unique, 4) Réassemble les chunks côté serveur, 5) Utilise S3 avec presigned URLs pour upload direct, 6) Limite la taille max avec MAX_UPLOAD_SIZE, 7) Valide le type MIME, 8) Scanne les virus avec ClamAV, 9) Progress tracking avec WebSocket."
"Comment implémenter le pattern Outbox pour la fiabilité ?","Pattern Outbox : 1) Lors d'une transaction DB, insère aussi dans une table outbox, 2) Un worker polling lit l'outbox et publie dans le message broker, 3) Marque comme processed après publication réussie, 4) Garantit la cohérence (atomicité DB + event), 5) Gère les duplicatas avec message_id, 6) Retry automatique en cas d'échec de publication, 7) Archive les messages traités après 7 jours, 8) Monitore la lag (messages pending)."
"Comment créer un système de permissions basé sur les rôles (RBAC) ?","RBAC : 1) Modèles : User, Role, Permission, 2) Relations : User many-to-many Role, Role many-to-many Permission, 3) Définis des rôles (admin, editor, viewer), 4) Définis des permissions (user:create, post:delete), 5) Décorateur @require_permission('post:edit'), 6) Vérifie dans le middleware les permissions du user, 7) Cache les permissions dans Redis, 8) Interface admin pour gérer roles et permissions."
"Comment implémenter un système de soft delete ?","Soft delete : 1) Ajoute une colonne deleted_at nullable, 2) Sur delete, fais UPDATE SET deleted_at = NOW(), 3) Filtre par défaut WHERE deleted_at IS NULL, 4) Manager custom pour inclure/exclure les supprimés, 5) Endpoint admin pour restaurer (SET deleted_at = NULL), 6) Purge définitive après X jours avec un job, 7) Index sur deleted_at pour performance, 8) Audit trail complet."
"Comment gérer le hot reload en développement avec uvicorn ?","Hot reload : 1) Lance avec uvicorn main:app --reload, 2) Surveille les changements de fichiers .py, 3) Redémarre automatiquement le serveur, 4) Pour Docker, monte le volume : -v $(pwd):/app, 5) Utilise watchfiles pour des patterns custom, 6) Exclut les dossiers inutiles (__pycache__, .git), 7) En prod, DÉSACTIVE le reload, 8) Alternative : utilise nodemon avec python."
"Comment implémenter un système de webhooks sortants ?","Webhooks sortants : 1) Table webhook_subscriptions (url, events, secret), 2) Sur événement, récupère les subscribers, 3) Envoie POST avec payload JSON signé (HMAC), 4) Retry avec backoff si échec (3 tentatives), 5) Timeout de 5s par requête, 6) Log les succès/échecs, 7) Désactive après X échecs consécutifs, 8) Interface pour tester les webhooks, 9) Respecte les rate limits du destinataire."
"Comment créer un système de templating d'emails ?","Templating emails : 1) Utilise Jinja2 pour les templates HTML, 2) Stocke les templates dans /templates/emails/, 3) Variables dynamiques : {{ user.name }}, {{ order.id }}, 4) Crée une version plaintext alternative, 5) Inline CSS pour compatibilité email, 6) Teste avec un service (Litmus, Email on Acid), 7) Implémente i18n pour multi-langues, 8) Prévisualise avant envoi, 9) Track les opens avec pixel."
"Comment implémenter un système de logs structurés en JSON ?","Logs structurés : 1) Utilise structlog, 2) Configure le renderer JSON, 3) Log des dicts : log.info('user_login', user_id=123, ip=ip), 4) Indexe dans Elasticsearch, 5) Ajoute des champs standards (timestamp, level, service), 6) Injecte le trace_id dans chaque log, 7) Parse facilement avec jq, 8) Dashboards Kibana pour analyse."
"Comment gérer les time zones dans une application globale ?","Time zones : 1) Stocke TOUJOURS en UTC en base, 2) Utilise datetime avec tzinfo, 3) Convertis à la timezone user lors de l'affichage, 4) Utilise pytz ou zoneinfo, 5) API : accepte et retourne ISO 8601 avec offset, 6) Frontend : utilise moment.js ou date-fns-tz, 7) Gère le DST automatiquement, 8) Teste avec différentes zones."
"Comment implémenter un système de commentaires thread ?","Commentaires thread : 1) Modèle : Comment avec parent_id self-referential, 2) Récursif : parent many-to-many children, 3) Query : récupère avec select_related('parent').prefetch_related('children'), 4) Frontend : affiche récursivement avec composant Comment, 5) Limite la profondeur (max 3 niveaux), 6) Ordre : tri par created_at ou votes, 7) Pagination par niveau, 8) Notifications sur réponses."
"Comment créer un système de tags avec autocomplete ?","Tags avec autocomplete : 1) Table tags (name unique), 2) Relation many-to-many avec items, 3) Index full-text sur name, 4) Endpoint /tags/search?q=prefix avec LIKE 'prefix%', 5) Cache les tags populaires, 6) Frontend : utilise un composant autocomplete, 7) Debounce les requêtes (300ms), 8) Affiche max 10 suggestions, 9) Permet création de nouveau tag inline."
"Comment implémenter un système de favoris/likes ?","Favoris : 1) Table likes (user_id, item_id, contrainte unique), 2) Endpoint POST /items/{id}/like toggle, 3) Cache le count dans Redis : INCR item:123:likes, 4) Requête optimisée : SELECT EXISTS(SELECT 1 FROM likes WHERE ...), 5) Agrégation : annotate(likes_count=Count('likes')), 6) Dénormalise le count en DB si nécessaire, 7) Real-time updates via WebSocket."
"Comment gérer les sessions utilisateur avec Redis ?","Sessions Redis : 1) Génère un session_id (UUID), 2) Stocke dans Redis : SET session:uuid {user_data} EX 3600, 3) Cookie httpOnly avec le session_id, 4) Middleware récupère la session à chaque requête, 5) Renouvelle le TTL sur activité, 6) Logout : DELETE session:uuid, 7) Liste les sessions actives d'un user, 8) Force disconnect de toutes les sessions."
"Comment implémenter un système de codes promo ?","Codes promo : 1) Table promo_codes (code unique, discount_percent, max_uses, expires_at), 2) Vérifications : code existe, pas expiré, usages < max_uses, 3) Incrémente uses_count dans transaction, 4) Applique la réduction au panier, 5) Stocke l'utilisation (user_id, code, timestamp), 6) Un code par commande, 7) Codes à usage unique : max_uses=1, 8) Admin : génère des codes en bulk."
"Comment créer un système de recherche avec filtres multiples ?","Recherche avec filtres : 1) Query params : ?category=tech&price_min=10&price_max=50, 2) Build query dynamiquement : filters = [], 3) Ajoute les conditions : if category: filters.append(Item.category == category), 4) Combine avec AND : query.filter(*filters), 5) Utilise des index sur les colonnes filtrées, 6) Frontend : chips pour filtres actifs, 7) Compteurs : items trouvés par filtre, 8) Sauvegarde les recherches favorites."
"Comment implémenter un système de rapports PDF générés ?","Génération PDF : 1) Utilise ReportLab ou WeasyPrint, 2) Template HTML/CSS pour le design, 3) Convertis avec pdfkit ou weasyprint.HTML().write_pdf(), 4) Données dynamiques via Jinja2, 5) Endpoint /reports/{id}/pdf génère et stream, 6) Option : génère async et notifie, 7) Stocke dans S3 avec expiration, 8) Ajoute header/footer, pagination, 9) Watermark pour drafts."
"Comment gérer les erreurs réseau dans les appels API externes ?","Gestion erreurs réseau : 1) Utilise httpx avec timeout explicite, 2) Try/except : httpx.TimeoutException, httpx.ConnectError, 3) Retry avec tenacity sur erreurs transient (502, 503, 504), 4) Circuit breaker pour éviter les tempêtes, 5) Fallback : retourne des données en cache ou valeur par défaut, 6) Log détaillé : URL, status, latency, 7) Alerte si taux d'erreur > seuil, 8) Test avec mock qui fail."
"Comment implémenter un système de points/récompenses ?","Système de points : 1) Table user_points (user_id, balance), 2) Table transactions (user_id, amount, reason, timestamp), 3) Actions récompensées : signup (+100), post (+10), invite (+50), 4) Transactions atomiques : UPDATE balance, INSERT transaction, 5) Historique complet pour audit, 6) Expirations : points valides 1 an, 7) Échange contre rewards, 8) Leaderboard des top users."
"Comment créer un système d'abonnements récurrents ?","Abonnements récurrents : 1) Table subscriptions (user_id, plan_id, status, current_period_end), 2) Intégration Stripe pour les paiements, 3) Webhook Stripe : invoice.paid → renouvelle l'abonnement, 4) Statuts : active, past_due, canceled, 5) Cron job quotidien : vérifie les expirations, 6) Envoie des emails : renouvellement réussi/échoué, 7) Prorata pour upgrades, 8) Période d'essai gratuite."
"Comment implémenter un système de réservations avec disponibilité ?","Système de réservations : 1) Table slots (resource_id, start_time, end_time, status), 2) Vérif disponibilité : WHERE NOT EXISTS (overlap), 3) Lock pessimiste pendant la réservation, 4) Transaction pour éviter double booking, 5) Statuts : available, reserved, confirmed, completed, 6) Annulation : délai limite, remboursement, 7) Overbooking contrôlé, 8) Calendrier visuel en frontend."
"Comment gérer le stockage de fichiers avec S3 ?","Stockage S3 : 1) Installe boto3, 2) Client : s3 = boto3.client('s3'), 3) Upload : s3.upload_fileobj(file, bucket, key), 4) Download : s3.download_fileobj(bucket, key, file), 5) Presigned URLs pour upload direct client, 6) Lifecycle policies : archive après 90j, suppression après 1 an, 7) Versioning activé, 8) CORS configuré, 9) CloudFront pour CDN."
"Comment implémenter un système de révisions de contenu ?","Révisions de contenu : 1) Table revisions (item_id, version, content_snapshot, created_by), 2) À chaque edit, insère une nouvelle révision, 3) version auto-incrémenté, 4) Endpoint /items/{id}/revisions liste l'historique, 5) Endpoint /items/{id}/revert/{version} restaure, 6) Diff entre versions (Myers algorithm), 7) Limite : garde 50 dernières révisions, 8) Blame : qui a modifié quoi."
"Comment créer un dashboard temps réel avec WebSocket ?","Dashboard temps réel : 1) Backend : WebSocket manager avec liste de connections, 2) Broadcast sur événement : await manager.send_json(data), 3) Frontend : const ws = new WebSocket('ws://...'), 4) ws.onmessage = (e) => updateDashboard(JSON.parse(e.data)), 5) Metrics : requêtes/sec, users online, errors, 6) Graphes avec Chart.js ou Recharts, 7) Auto-reconnect si déconnecté, 8) Heartbeat pour détecter les connexions mortes."
"Comment implémenter un système de modération de contenu ?","Modération de contenu : 1) Queue de modération : table items avec status=pending, 2) Dashboard admin liste les items pending, 3) Actions : approve, reject, flag, 4) Intégration API modération (Perspective, OpenAI Moderation), 5) Filtres automatiques : spam, profanity, 6) Reports utilisateurs : table reports (item_id, reason, reporter), 7) Historique des décisions, 8) Appeals : les users peuvent contester."
"Comment gérer les migrations de données sensibles ?","Migrations sensibles : 1) Backup complet avant migration, 2) Test sur un clone de prod, 3) Script réversible (up et down), 4) Chiffre les données sensibles avant migration, 5) Migration en heures creuses, 6) Mode maintenance si downtime nécessaire, 7) Monitoring : check data integrity après, 8) Plan de rollback documenté, 9) Communication aux users."
"Comment implémenter un système de changelog pour les APIs ?","Changelog API : 1) Fichier CHANGELOG.md structuré par version, 2) Format : Added, Changed, Deprecated, Removed, Fixed, Security, 3) Versionning sémantique, 4) Exposition : endpoint /changelog retourne le markdown ou JSON, 5) Notifications : email sur breaking changes, 6) Deprecated endpoints : header X-Deprecated-Warning, 7) Sunset header pour les EOL, 8) Documentation automatique avec tags."
"Comment créer un système de traduction i18n ?","i18n : 1) Fichiers de traduction : /locales/fr.json, /locales/en.json, 2) Structure : {'welcome': 'Bienvenue', 'login': 'Connexion'}, 3) Détection langue : header Accept-Language ou query param, 4) Backend : fonction t(key, lang) retourne la traduction, 5) Frontend : bibliothèque i18next ou react-i18next, 6) Variables : t('welcome_user', {name: 'Alice'}), 7) Fallback à la langue par défaut, 8) Pluralisation gérée."
"Comment implémenter un système de file d'attente prioritaire ?","Queue prioritaire : 1) Redis sorted set : ZADD queue score task_id, 2) Score = priorité (plus bas = plus urgent), 3) Worker : ZPOPMIN queue récupère le plus urgent, 4) Priorités : urgent (1), high (5), normal (10), low (20), 5) Réordonne dynamiquement si nécessaire, 6) Timeout : remet en queue si pas traité en X min, 7) Métriques : taille queue par priorité, 8) Dead letter queue pour échecs."
"Comment gérer les fuseaux horaires dans les événements planifiés ?","Événements planifiés : 1) Stocke start_time en UTC, 2) Stocke aussi timezone de l'événement, 3) Affiche converti : pytz.timezone(event.timezone).localize(), 4) Cron jobs : exécute en UTC, 5) Notifications : envoie à l'heure locale du user, 6) Gère DST automatiquement, 7) iCal export avec VTIMEZONE, 8) Validation : timezone doit être dans pytz.all_timezones."
"Comment implémenter un système de backup automatique ?","Backup automatique : 1) Cron job quotidien : pg_dump database > backup_$(date).sql, 2) Upload sur S3 avec versioning, 3) Retention : 7 daily, 4 weekly, 12 monthly, 4) Test de restore mensuel automatisé, 5) Chiffrement AES-256 des backups, 6) Alertes si backup échoue, 7) Backup incrémental pour grosse DB, 8) Documentation du process de restore, 9) Offsite backup dans région différente."
"Comment créer un système de génération de factures ?","Génération factures : 1) Modèle Invoice (number, date, customer, items, total, status), 2) Numérotation automatique séquentielle, 3) Template PDF avec logo et mentions légales, 4) Calcul TTC : HT + TVA, 5) Statuts : draft, sent, paid, overdue, 6) Emails automatiques avec PDF attaché, 7) Rappels pour impayés, 8) Export comptable CSV, 9) Archivage légal 10 ans."
"Comment implémenter un système de recommandations ?","Système de recommandations : 1) Collaborative filtering : similitude entre users, 2) Content-based : features des items, 3) Hybrid approach combine les deux, 4) Calcul de similarité : cosine similarity, 5) Matrice user-item sparse, 6) Algorithme : K-Nearest Neighbors ou Matrix Factorization, 7) Batch compute quotidien, stocke dans Redis, 8) Real-time : mets à jour sur interactions, 9) A/B testing pour mesurer l'impact."
"Comment gérer les CORS dans une architecture multi-domaines ?","CORS multi-domaines : 1) Liste whitelist des origines autorisées, 2) Middleware vérifie origin contre whitelist, 3) Retourne Access-Control-Allow-Origin dynamiquement, 4) Methods : GET, POST, PUT, DELETE, OPTIONS, 5) Headers : Authorization, Content-Type, 6) Credentials : true si cookies nécessaires, 7) Preflight cache : Access-Control-Max-Age, 8) Env var pour config par environnement."
"Comment implémenter un système de votes/sondages ?","Système de votes : 1) Table polls (question, options JSON, ends_at), 2) Table votes (poll_id, user_id, option_index, contrainte unique), 3) Vérif : user pas déjà voté, poll non expiré, 4) Agrégation : COUNT par option, 5) Real-time results via WebSocket, 6) Anonymous polls : stocke IP hash au lieu de user_id, 7) Results visibles après vote ou fin, 8) Export résultats CSV."
"Comment créer un système de cache invalidation intelligent ?","Cache invalidation : 1) Tags : associe des tags aux clés (user:123, posts), 2) Invalidation par tag : redis.delete(*redis.keys('user:123:*')), 3) Event-driven : sur mutation, publie event d'invalidation, 4) Stale-while-revalidate : retourne cache périmé pendant refresh, 5) Time-based : TTL court + background refresh, 6) Versioning : incrémente version dans clé, 7) Monitoring : track invalidation rate."
"Comment implémenter un système de chat en temps réel ?","Chat temps réel : 1) WebSocket pour bidirectionnelle, 2) Table messages (room_id, user_id, content, timestamp), 3) Server broadcast aux users dans la room, 4) Typing indicators : events ephemeral, 5) Read receipts : table read_status, 6) Message history : pagination infinie, 7) Upload images inline, 8) Emoji reactions, 9) Modération : filtres bad words."
"Comment gérer la cohérence éventuelle dans un système distribué ?","Cohérence éventuelle : 1) Accepte que les reads peuvent être stale, 2) Write : succès dès qu'accepté par un nœud, 3) Réplication async en arrière-plan, 4) Conflict resolution : last-write-wins ou merge, 5) Version vectors pour détecter conflits, 6) Read-your-writes consistency avec session sticky, 7) Monitoring du lag de réplication, 8) Acceptable pour analytics, problématique pour transactions financières."
"Comment implémenter un système de billing usage-based ?","Billing usage-based : 1) Metering : track chaque API call, stockage utilisé, 2) Table usage_metrics (user_id, metric, quantity, timestamp), 3) Agrégation mensuelle : SUM par metric, 4) Pricing tiers : 0-1000 free, 1001-10000 $0.01, etc, 5) Génération facture fin de mois, 6) Preview usage en temps réel dans dashboard, 7) Alertes si dépassement, 8) Proration pour changements de plan."
"Comment créer un système de A/B testing ?","A/B testing : 1) Table experiments (name, variants, traffic_split), 2) Assignation : hash(user_id + experiment) % 100 < split, 3) Stocke variant assignée : user_experiments cache, 4) Track events : conversions, metrics par variant, 5) Calcul statistical significance, 6) Dashboard : results visualization, 7) Kill switch pour arrêter rapidement, 8) Gradual rollout du winner."
"Comment implémenter un système de Single Sign-On (SSO) ?","SSO : 1) Protocole : SAML ou OAuth2/OIDC, 2) Identity Provider (IdP) : Okta, Auth0, AD, 3) Service Provider (SP) : ton app, 4) Flow : redirect vers IdP, auth, callback avec token, 5) Échange token contre user info, 6) Crée session locale, 7) Single Logout : proppage logout sur tous services, 8) JIT provisioning : crée user automatiquement."
"Comment gérer les deadlocks dans une base de données ?","Gestion deadlocks : 1) Détection : DB logs errors 1213, 2) Ordre constant d'accès aux ressources, 3) Transactions courtes, 4) Index appropriés pour réduire lock time, 5) Isolation level READ COMMITTED au lieu de SERIALIZABLE, 6) Retry automatique sur deadlock detection, 7) Monitoring : fréquence des deadlocks, 8) Refactoring : split en transactions plus petites."
"Comment implémenter un système de géolocalisation ?","Géolocalisation : 1) Stocke lat/lng en DB (DECIMAL(10,8)), 2) Index spatial : PostGIS ou MySQL spatial, 3) Calcul distance : formule Haversine, 4) Query : trouve points dans rayon X km, 5) Geocoding : adresse → lat/lng (Google Maps API), 6) Reverse geocoding : lat/lng → adresse, 7) Frontend : Google Maps ou Leaflet, 8) Privacy : demande permission, floute position."
"Comment créer un système de watermarking pour images ?","Watermarking images : 1) Utilise Pillow (PIL), 2) Charge image et watermark, 3) Calcul position : centre, coin, répété, 4) Blend avec transparence : Image.alpha_composite(), 5) Options : texte dynamique (user ID, date), 6) Resize watermark selon taille image, 7) Batch processing pour uploads existants, 8) Détection : DWT ou DCT pour watermarks invisibles."
"Comment implémenter un système de référencement (SEO) ?","SEO : 1) Meta tags dynamiques : title, description, keywords, 2) Open Graph pour social sharing, 3) Sitemap.xml généré automatiquement, 4) Robots.txt configuré, 5) URLs sémantiques : /blog/mon-article, 6) Canonical URLs pour éviter duplicate content, 7) Schema.org structured data (JSON-LD), 8) Performance : page speed, Core Web Vitals, 9) Mobile-first responsive."
"Comment gérer les transactions bancaires dans une application ?","Transactions bancaires : 1) ACID compliance impératif, 2) Double-entry bookkeeping : débit = crédit, 3) Table transactions avec status (pending, completed, failed), 4) Idempotence : même request = même résultat, 5) Reconciliation quotidienne avec la banque, 6) Chiffrement des données sensibles, 7) Audit log complet, 8) PCI DSS compliance si cartes, 9) 2FA pour transactions sensibles."
"Comment implémenter un système de suggestions autocomplete performant ?","Autocomplete performant : 1) Index Trie ou prefix tree, 2) Stocke dans Redis sorted set : ZADD avec score = popularité, 3) Query : ZRANGEBYLEX pour prefix match, 4) Cache client-side : stocke 100 dernières suggestions, 5) Debounce 300ms, 6) Max 10 résultats, 7) Highlight du match, 8) Analytics : track CTR par suggestion, 9) Update index en temps réel ou batch."
"Comment créer un système de réputation utilisateur ?","Réputation utilisateur : 1) Score calculé : posts * 1 + comments * 0.5 + votes_received * 2, 2) Badges : débutant (10), contributeur (100), expert (1000), 3) Levels : progression avec paliers, 4) Decay : points expirent après 1 an, 5) Pénalités : spam -50, report validé -100, 6) Leaderboard : top 100 users, 7) Permissions débloquées par niveau, 8) Gamification : streaks, achievements."
"Comment implémenter un système de queuing pour jobs longs ?","Job queue : 1) Celery avec Redis broker, 2) Définir tasks : @celery.task(bind=True), 3) Enqueue : task.apply_async(args, countdown=10), 4) Workers : celery -A app worker -Q high,low, 5) Priority queues : separate queues, 6) Retry : autoretry_for=(Exception,), max_retries=3, 7) Progress tracking : task.update_state(), 8) Monitoring : Flower dashboard, 9) Timeout : soft_time_limit, hard_time_limit."
"Comment gérer les uploads multiples de fichiers ?","Uploads multiples : 1) Input file avec multiple attribute, 2) FormData côté client avec plusieurs files, 3) Backend : files: List[UploadFile], 4) Validation : type, taille par fichier, 5) Traitement parallèle : asyncio.gather(), 6) Progress bar : chunk upload avec updates, 7) Zip si nombreux fichiers, 8) Preview avant upload, 9) Drag & drop interface."
"Comment implémenter un système de templating pour emails transactionnels ?","Email templating : 1) Jinja2 templates dans /templates/emails/, 2) Base template : header, footer réutilisables, 3) Variables : {{ user.name }}, {{ action_url }}, 4) Inline CSS avec premailer, 5) Plaintext alternative automatique, 6) Preview dans dashboard admin, 7) Versioning des templates, 8) A/B testing de sujets, 9) Unsubscribe link obligatoire."
"Comment créer un système de gestion de versions d'API ?","Gestion versions API : 1) Stratégies : URL (/v1/), header (Accept: application/vnd.api+json;version=1), 2) Maintiens N et N-1, 3) Deprecation warnings dans responses, 4) Migration guides dans docs, 5) Analytics : usage par version, 6) Sunset policy : 6 mois min avant EOL, 7) Tests rétrocompatibilité dans CI, 8) Changelog détaillé par version."
"Comment implémenter un système de dark mode ?","Dark mode : 1) Variable CSS : --bg-color, --text-color, 2) Theme toggle : localStorage.setItem('theme', 'dark'), 3) Détection préférence : prefers-color-scheme media query, 4) Classes : .dark appliquée sur body, 5) Transitions smooth entre thèmes, 6) Images : variantes dark/light si nécessaire, 7) Syntax highlighting adapté, 8) Test contraste WCAG AA."
"Comment gérer les migrations zero-downtime ?","Migrations zero-downtime : 1) Backward compatible d'abord, 2) Étape 1 : ajoute nouvelle colonne nullable, 3) Déploie code qui écrit dans les deux, 4) Backfill data progressivement, 5) Étape 2 : bascule lectures sur nouvelle colonne, 6) Monitore performance, 7) Étape 3 : supprime ancienne colonne, 8) Blue-green deployment, 9) Rollback plan testé."
"Comment implémenter un système de rapports planifiés ?","Rapports planifiés : 1) Table scheduled_reports (name, query, recipients, cron), 2) Scheduler exécute selon cron, 3) Génère rapport (CSV, PDF, Excel), 4) Envoie par email ou upload vers S3, 5) Template customizable, 6) Filtres dynamiques : date range, categories, 7) Preview avant planification, 8) Historique des exécutions, 9) Pause/resume capability."
"Comment créer un système de suggestions de recherche ?","Suggestions de recherche : 1) Log toutes les queries dans search_log, 2) Agrégation : queries populaires par jour, 3) Trie par fréquence et recency, 4) Filtre : min 3 caractères, pas de queries sensibles, 5) API /suggest?q=prefix limit 10, 6) Cache dans Redis avec TTL 1h, 7) Personnalisation : historique user, 8) Analytics : CTR, conversions par suggestion."
"Comment implémenter un système de feature toggles avec conditions ?","Feature toggles avancés : 1) Conditions : user_role, percentage_rollout, date_range, 2) Évaluateur : evaluate_feature(name, context), 3) Context : user info, request metadata, 4) Targeting rules : if user.email.endswith('@company.com'), 5) Kill switch : désactive instantanément, 6) Metrics : adoption par feature, 7) Cleanup : supprime flags anciens, 8) SDK : LaunchDarkly, Unleash."
"Comment gérer les configurations multi-environnement ?","Config multi-env : 1) Fichiers : config.dev.py, config.prod.py, 2) Env var : ENV=production, 3) Chargement : config = import(f'config.{ENV}'), 4) Secrets : jamais en dur, toujours depuis vault, 5) Validation : Pydantic BaseSettings, 6) Overrides locaux : .env.local, 7) Defaults sensés pour dev, 8) Documentation des variables requises."
"Comment implémenter un système de rate limiting par endpoint ?","Rate limiting granulaire : 1) Décorateur par endpoint : @limiter.limit('10/minute'), 2) Limites différentes : /login (5/min), /api (100/min), 3) Identifiant : IP, user_id, API key, 4) Stockage compteurs : Redis INCR avec EXPIRE, 5) Headers response : X-RateLimit-Limit, X-RateLimit-Remaining, 6) 429 avec Retry-After, 7) Burst allowance : token bucket, 8) Whitelist pour admins."
"Comment créer un système de feedback utilisateur ?","Feedback utilisateur : 1) Widget dans l'app : bouton feedback, 2) Formulaire : type (bug, feature, question), message, screenshot, 3) Métadonnées : page, user, browser, timestamp, 4) Stockage : DB + notification Slack, 5) Statut : open, in-progress, resolved, closed, 6) Réponse à l'utilisateur par email, 7) Public roadmap : vote sur features, 8) Analytics : sentiment analysis."
